IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
1057494-50-LR26;SOFTWARE PARA LA GESTIÓN DE LA UNIDAD DE LABORATOR;LR;Publicada y disponible para ofertar;11/08/2026 12:31:21;ARRIENDO DE SOFTWARE PARA LA GESTIÓN DE LA UNIDAD DE LABORATORIO CLÍNICO DEL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL
2380-46-LP26;“RENOVACIÓN Y ADQUISICIÓN DE LICENCIAS PARA DOM Y;LP;Publicada y disponible para ofertar;25/08/2026 16:12:00;Las presentes Bases Administrativas rigen el llamado a Licitación Pública destinado a la RENOVACIÓN Y ADQUISICIÓN DE LICENCIAS DE SOFTWARE PARA LA DIRECCIÓN DE OBRAS MUNICIPALES DOM Y LA SECRETARÍA COMUNAL DE PLANIFICACIÓN SECPLA, con el objeto de contratar la renovación y adquisición de licencias de AutoCAD Architecture, Autodesk Architecture, Engineering  Construction Collection, SketchUp, conforme a las cantidades, características y condiciones establecidas en las presentes Bases.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE COPIAPO
761-17-LE26;LICENCIAMIENTO APPLIANCE SOPHOS XGS 4500 E57882026;LE;Publicada y disponible para ofertar;19/08/2026 18:44:41;CONTRATAR EL SERVICIO DE “RENOVACIÓN LICENCIAMIENTO APPLIANCE SOPHOS XGS 4500” E5788-2026;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO
1075337-45-LP26;SS. CONTACTABILIDAD DE PACIENTES VÍA WHATSAPP;LP;Publicada y disponible para ofertar;13/08/2026 10:52:00;La presente licitación tiene como objetivo la contratación del servicio de contactabilidad de pacientes vía whatsapp para fines de notificación estado de citaciones a usuarios de atención abierta del Hospital Dr. Mauricio Heyermann Torres de Angol.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD ARAUCANIA NORTE HOSPITAL DE ANGOL
1051173-10-LE26;LICENCIAS FRESHDESK OMNI PRO Y FRESHSERVICE PRO;LE;Publicada y disponible para ofertar;21/08/2026 20:31:49;El Ministerio Secretaría General de la Presidencia en adelante e indistintamente “el Ministerio” o “MINSEGPRES”, requiere la adquisición de licencias Freshdesk Omni Pro para 16 agentes y licencias Freshservice Pro para 10 agentes, o de una solución equivalente o superior que cumpla íntegramente con las funcionalidades y requerimientos técnicos establecidos en estas bases, con la finalidad de fortalecer la atención ciudadana, optimizar la gestión de requerimientos y de servicios de tecnologías de la información, mejorar la trazabilidad de las actuaciones, apoyar la continuidad operacional de las plataformas del Ministerio y disponer de acceso a las actualizaciones, soporte y funcionalidades propias del licenciamiento durante la vigencia de la contratación, para así ejercer de mejor forma y más eficiente las labores y funciones propias de este Ministerio. Este servicio se realizará de conformidad con lo señalado en las presentes bases administrativas y a las especificaciones indicadas en las bases técnicas respectivas.;USD;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MINISTERIO SECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA
1057544-283-LP26;Servicio de Arriendo Microsoft Office para nuevo parque computacional;LP;Publicada y disponible para ofertar;24/08/2026 10:36:02;La presente licitación tiene por objetivo el Servicio de Arriendo de Licencia Microsoft Office para nuevo parque computacional, con vigencia de 36 meses, según Especificación Técnica, para un total de 400 equipos, cuyo plazo de entrega de licencias, no podrá ser superior a 15 días hábiles a contar de la notificación del acto administrativo que aprueba el contrato.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL
2308-67-LR26;CONTINUIDAD DE SERVICIOS Y AMPLIACIÓN DE SISTEMA DE MONITOREO Y TELEVIGILANCIA SEGURIDAD CIUDADANA OSORNO;LR;Publicada y disponible para ofertar;03/08/2026 11:21:10;La iniciativa comprende el servicio de reinstalación en nueva sala de televigilancia, sala de equipos, enlaces espejos, demás requerimientos e incorporar un mínimo de 30 y hasta un máximo de 40 nuevas cámaras de seguridad al sistema existente y las que deben ser compatibles con el software de administración que cuenta el sistema de televigilancia de seguridad pública de la Ilustre Municipalidad de Osorno, la implementación del sistema de cámaras inteligentes y el software de administración de incidentes alertados mediante inteligencia artificial, los cuales se deberán ejecutar conforme a los requerimientos establecidos en las presentes bases administrativas y especificaciones técnicas adjuntas.;CLP;PUBLICADO;ESTIMADO;1.426.698.000;I MUNICIPALIDAD DE OSORNO
2251-11-LE26;Servicio de arriendo de plataforma Adobe Connect;LE;Publicada y disponible para ofertar;17/08/2026 10:40:05;La necesidad de la Escuela Técnica Aeronáutica de contratar el servicio de arriendo de la plataforma Adobe Connect bajo la nomenclatura E102RT9. Para más detalles de lo requerido, favor de revisar Bases de Licitación, Bases Administrativas, Bases Técnicas, Pauta de Evaluación, así como todo documento disponible como anexo en adjuntos de la presente licitación.  PAC: 3245-32-PC26;CLP;PUBLICADO;ESTIMADO;7.291.725;DIRECCION GENERAL DE AERONAUTICA CIVIL
2713-159-LE26;DAF-informatica sevicio plataforma documental;LE;Publicada y disponible para ofertar;18/08/2026 15:55:22;Que, el Director de Administración y Finanzas a través de la unidad de informática y mediante solicitud N°961, de fecha 10 de agosto de 2026, solicita licitar un servicio integral en modalidad SaaS para la continuidad, ampliación, migración y soporte técnico de la Plataforma Documental y de Correspondencia de la Ilustre Municipalidad de Aysén.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE AYSEN
4594-26-LP26;SUMINISTRO DE REACTIVOS  INSUMOS Y EQUIPAMIENTO;LP;Publicada y disponible para ofertar;21/08/2026 12:04:30;Convenio suministro de reactivos e insumos para química, hormonas, hematología y coagulación, incluyendo la entrega de equipos analíticos y software para el Laboratorio comunal. Presupuesto disponible 80.000.000 impuesto incluido.;CLP;PUBLICADO;DISPONIBLE;80.000.000;I MUNICIPALIDAD DE COIHUECO
2282-97-LR26;PP 192-2025 ARRIENDO DE SISTEMA PARA LA GESTIÓN DE;LR;Publicada y disponible para ofertar;18/08/2026 16:15:09;ARRIENDO DE SISTEMA PARA LA GESTIÓN DE LA INFORMACIÓN DE LA ILUSTRE MUNICIPALIDAD DE VALDIVIA;CLP;PUBLICADO;DISPONIBLE;384.000.000;I MUNICIPALIDAD VALDIVIA
1057490-52-LR26;Up Grade + Servicio Mantenimiento Tomógrafo Axial;LR;Publicada y disponible para ofertar;31/07/2026 16:15:01;Adquisición de un Up Grade para las consolas de control y servicio de mantención preventiva y correctiva con repuestos incluidos del equipo tomógrafo Axial Computarizado CT Optima 660 perteneciente al servicio de neurorradiología del Instituto de Neurocirugía. El oferente debe entregar los UP grade instalados y el equipo funcionando en las mismas condiciones, entendido que las instalaciones deberán estar en perfecto funcionamiento de acuerdo a las normativas exigidas.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;Instituto de Neurocirugía
948354-128-LP26;CONTRATACIÓN DEL SERVICIO DE SISTEMA INFORMÁTICO PARA GESTIÓN DE DATOS DE BANCO DE SANGRE DEL HOSPITAL DIPRECA;LP;Publicada y disponible para ofertar;19/08/2026 16:45:12;El Hospital de la Dirección de Previsión de Carabineros de Chile, ubicado en Vital Apoquindo N°1.200, Comuna de Las Condes, Región Metropolitana, en adelante “EL HOSPITAL”, llama a Licitación Pública para la Contratación del Servicio de Sistema Informático para Gestión de Datos de Banco de Sangre, en adelante “EL SERVICIO”, por un periodo de 24 meses, cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta Licitación con sus respectivos anexos.;CLP;PUBLICADO;ESTIMADO;175.000.000;FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE
2200-23-LR26;SERVICIO DE ARRIENDO DE SOFTWARE DE REGISTRO CLÍNICO ELECTRÓNICO RCE ATENCIÓN PRIMARIA - TIC;LR;Publicada y disponible para ofertar;25/08/2026 10:10:56;1.	El Servicio de Salud Aconcagua requiere el Servicio de Arriendo de Software de Registro Clínico Electrónico (RCE) y sus servicios complementarios de configuración, entrenamiento, instalación, mantención, soporte, data center, entre otros, para toda la red de establecimientos de Atención Primaria de Salud del Servicio de Salud Aconcagua, mediante un  contrato de suministro de servicio por un perido de 18 meses.  2.	La Solicitud de Compra N°14 de fecha 11.08.2026, Oficina de Partes N°438 de fecha 12.08.2026 (Interno N°459),  presentada por la requirente del Departamento TIC, fue debidamente aprobada y autorizada por la Subdirectora de Gestión Asistencial, el Subdirector de Recursos Físicos y Financieros y el Jefe del Departamento de Finanzas quienes respaldan la Contratación.  3.	Que, en cumplimiento de la normativa vigente en compras públicas, se revisó el Catálogo Electrónico de Convenio Marco y el de económia Circular y se constató que los producto(s) y/o servicio(s)  requeridos no se encuentran disponibles en dicho catálogo.  4.	Que, según lo establecido en el reglamento, los organismos de la administración del Estado deberán adjudicar los contratos celebrados para la adquisición de producto(s) o contratación de servicio(s)  mediante licitación Pública, cuando no sea procedente el mecanismo de Convenio Marco, o bien, de forma excepcional, mediante licitación pública, trato directo u otro procedimiento especial de contratación    5.	Que, en cumplimiento a lo dispuesto la ley N°19.886  y su reglamento aprobado por Decreto 661 del 2024 del Ministerio de Hacienda,se confeccionan las Bases que se aprueban en este acto, que observan los principios de libre concurrencia de los oferentes al llamado administrativo y de igualdad que rigen los procedimientos concursales, y cumplen con los requerimientos técnicos y jurídicos para verificar la realización de la presente licitación Pública.  6.	Que, conforme a la naturaleza y monto de la contratación, esta licitación se encuentra exenta del trámite de toma de razón, de acuerdo con lo establecido en la resolución N°36 de 2024, ambas de la Contraloría General de la República    7.	Que,en consecuencia ,y concurriendo los fundamentos requeridos por normativa legal y reglamentaria vigente ;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;SERVICIO DE SALUD ACONCAGUA
721703-28-LE26;Servicio de Soporte Desarrollo y Mejora Evolutiva;LE;Publicada y disponible para ofertar;21/08/2026 11:21:03;Servicio de Soporte, Desarrollo yo Mejora Evolutiva para el Sistema de Información de Gestión Administrativa Simce SIGAS.;CLP;PUBLICADO;ESTIMADO;26.152.000;AGENCIA DE CALIDAD DE LA EDUCACION
5251-72-LP26;ESPECTROFOTÓMETRO DE ABSORCIÓN ATÓMICA AAS;LP;Publicada y disponible para ofertar;26/08/2026 14:58:00;Adquirir, instalar y poner en marcha un espectrofotómetro de absorción atómica de doble haz óptico o sistema de estabilidad equivalente, con capacidad analítica multi elemental de alta sensibilidad para mediciones por las técnicas de Llama y Horno de Grafito, mediante un sistema integrado o unidades independientes compatibles, incluyendo accesorios, software de control, capacitación de personal y garantía técnica integral.;CLP;PUBLICADO;ESTIMADO;70.000.000;UNIVERSIDAD TECNOLOGICA METROPOLITANA
1973-93-LR26;SISTEMA DE INFORMACIÓN DE GESTIÓN ADMINISTRATIVA Y FARMACIA ;LR;Publicada y disponible para ofertar;25/08/2026 10:57:44;Las presentes bases regirán la Propuesta Pública convocada por el CRSCO para la contratación de SISTEMA DE INFORMACIÓN DE GESTIÓN ADMINISTRATIVA Y FARMACIA por un periodo de 60 meses.   Se entenderá que todo proveedor conoce y acepta irrevocablemente el contenido de estas Bases, por el solo hecho de presentar sus ofertas en este proceso de compra.   Las características o especificaciones técnicas que presenten los oferentes deberán cumplir con los requisitos señalados en las bases y la idoneidad y calidad técnica del oferente, con el fin de asegurar que el adjudicatario se ajuste a los requisitos que el CRSCO ha especificado para la ejecución del contrato licitado.  ;CLP;PUBLICADO;ESTIMADO;414.000.000;CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE
1057495-20-LP26;EXAMEN DE GENOTIPIFICACIÓN DE VIH PARA EL HDLC;LP;Publicada y disponible para ofertar;25/08/2026 10:08:08;La presente licitación tiene como objetivo realizar un convenio de suministro continuo por los reactivos e insumos con provisión de equipamiento, software y prestaciones asociadas necesarias para la realización de examen de genotipificación de VIH para el Hospital, es decir, el Hospital establece un presupuesto global y de este se van descontando los insumos solicitados. Es por lo anterior, que se adjudicará a un único proveedor el monto disponible indicado en el numeral 1.2 de las bases administrativas y los oferentes deben indicar el valor unitario de cada insumo y reactivo requerido - el cual deben mantener a lo largo del convenio, es decir, el presente proceso tiene por objetivo fijar precios de compra unitarios y este valor se irá descontando del monto adjudicado, acorde a las cantidades que se vayan solicitando en el periodo contractual.  De acuerdo a lo anterior, las ofertas que no abarquen la totalidad de los ítems, serán declaradas inadmisibles.  A continuación, se definen los reactivos e insumos que componen el convenio de suministro:   ÍTEM	ESPECIFICACIÓN	CANTIDAD REFERENCIAL DE EXÁMENES 7 MESES  1	SUMINISTRO DE REACTIVOS E INSUMOS NECESARIOS   PARA   LA   REALIZACIÓN   DEL EXAMEN DE GENOTIFICACIÓN DE VIH: TRANSCRIPTASA REVERSA E INTEGRASA Y DE LOS CONTROLES DE CALIDAD INTERNOS	350 determinaciones   Las cantidades indicadas son referenciales y no constituyen obligación de compra para el Hospital, el que requerirá los productos de acuerdo con sus necesidades efectivas, sin que ello genere derecho de inadmisibilidad.  Asimismo, el servicio contratado incluye la entrega de equipamiento médico y software en comodato para la realización de los exámenes para el Hospital conforme a los requerimientos previstos en las Bases Técnicas.   También, incluye mantenimiento de equipamiento o su renovación  remodelación o acondicionamiento de laboratorio de acuerdo a necesidades del Hospital  capacitación de personal y valores de fletes y gastos necesarios conforme lo señalado en las Bases Técnicas.;CLP;PUBLICADO;DISPONIBLE;195.447.369;SERVICIO DE SALUD SUR HOSPITAL LUCIO CORDOVA
1663-121-LR26;SUMINISTRO DE INSUMOS Y REACTIVOS LABORATORIO CLINICO;LR;Publicada y disponible para ofertar;28/07/2026 16:04:57;EL HOSPITAL DE QUELLON REQUIERE CONTRATAR UN SUMINISTRO DE INSUMOS Y REACTIVOS PARA SU LABORATORIO CLINICO;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;SERVICIO DE SALUD CHILOE
2101-112-LE26;RIS-PACS PARA EL SERVICIO DE IMAGENOLOGIA;LE;Publicada y disponible para ofertar;18/08/2026 16:52:14;Mediante la presente propuesta pública el Hospital Intercultural Kallvu Llanka invita a oferentes, personas naturales o jurídicas, chilenas o extranjeras, uniones temporales de proveedores, UTP, tratándose de uniones temporales de proveedores , deberán dar cumplimiento al Artículo 67 bis del reglamento de compras, a participar de una licitación pública para la suscripción del “SISTEMA INFORMATICO RIS-PACS PARA EL SERVICIO DE IMAGENOLOGIA”, por un periodo de 12 doce meses, definido en las bases Administrativas y Técnicas en concordancia con la Legislación Vigente, Requerimiento Técnico y Anexos que constituyen el referido llamado a Licitación Pública del Hospital;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;HOSPITAL INTERCULTURAL KALLVU LLANKA.-
869591-11-LR26;CONTRATACIÓN DEL DESARROLLO DEL PROYECTO NUEVA  OC;LR;Publicada y disponible para ofertar;21/08/2026 11:15:51;La “DCCP” o “Dirección ChileCompra”, indistintamente requiere la contratación de un servicio especializado para el diseño, desarrollo e implementación del proyecto nueva orden de compra OC. Dicho servicio se ejecutará mediante la provisión de una célula ágil de desarrollo tecnológico, encargada de construir un módulo transaccional cloud-native y modular, integrado a la actual plataforma de Mercado Público.;CLF;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA
770-7-L126;CONTRATACIÓN DE CURSOS DE CAPACITACIÓN PARA DIFROL AÑO 2026;L1;Publicada y disponible para ofertar;24/08/2026 15:23:08;La Dirección Nacional de Fronteras y Límites del Estado requiere contratar una serie de cursos para dar cumplimiento a la planificación de capacitación de esta Dirección Nacional la cual está dirigida al personal de la Institución, cuyo objetivo es mejorar las competencias de las personas funcionarias, de manera que puedan desempeñar sus funciones de manera eficiente y cumplir con los objetivos institucionales.;CLP;PUBLICADO;DISPONIBLE;5.743.000;Dirección Nacional de Fronteras y Límites del Estado
2563-41-LP26;SISTEMA DE VIGILANCIA AMB;LP;Publicada y disponible para ofertar;14/08/2026 14:25:57;Esta Dirección General de Aeronáutica Civil, en adelante Dirección General o DGAC, requiere adquirir un “Sistema de Videovigilancia” basado en cámaras de seguridad con tecnología biespectral, térmica y analítica de intrusión de perímetro, modalidad llave en mano, para el Aeropuerto Arturo Merino Benítez.;CLP;PUBLICADO;DISPONIBLE;165.000.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
1305527-3-LP26;CONTRAT. ARRIENDO DEL SIST. DE CONTROL DE ASIS;LP;Publicada y disponible para ofertar;12/08/2026 17:15:00;La presente licitación tiene por objeto la contratación de un sistema de reloj control y software de gestión de asistencia destinado al registro, control y administración de la jornada laboral de los funcionarios de los Programas 01 y 02 del Servicio Local de Educación Pública Del Pino, permitiendo el registro centralizado, seguro y trazable de la asistencia, horarios de ingreso y salida, cumplimiento de jornada y demás marcaciones asociadas, de conformidad con la normativa vigente, asegurando la continuidad operativa del Servicio, la disponibilidad de la información y condiciones adecuadas de seguridad, integridad y confiabilidad de los datos registrados.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL PINO
906973-8-LP26;SISTEMAS INFORMÁTICOS DE GESTIÓN MUNICIPAL;LP;Publicada y disponible para ofertar;25/08/2026 13:08:38;Contratar el suministro integral de sistemas informáticos de gestión municipal, incluyendo Contabilidad Gubernamental y los demás módulos administrativos, financieros, de ingresos municipales, recursos humanos, remuneraciones, asistencia y atención de usuarios requeridos por la Municipalidad de Vichuquén, junto con infraestructura local, servidor, UPS, licencias, implementación, migración, capacitación, soporte, mantención y actualizaciones normativas.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE VICHUQUEN
1242125-5-LE26;Arriendo de lockers inteligentes con soporte hardware y software para el Hospital Provincial de Ovalle;LE;Publicada y disponible para ofertar;06/08/2026 16:24:00;Conforme a la Ley de Compras Públicas N° 19.886, su Reglamento y modificaciones, el Hospital Provincial de Ovalle llama a licitación pública a empresas o proveedores del rubro, personas naturales o jurídicas, chilenas o extranjeras, así como a Uniones Temporales de Proveedores, para celebrar un CONVENIO DE ARRIENDO DE LOCKERS INTELIGENTES CON SOPORTE HARDWARE Y SOFTWARE para el Hospital Provincial de Ovalle, por un período de 36 (treinta y seis) meses, o hasta agotar el presupuesto, para un oportuno y adecuado suministro de estos servicios y así garantizar el correcto funcionamiento del establecimiento. ;CLP;PUBLICADO;ESTIMADO;44.400.000;SERVICIO DE SALUD COQUIMBO HOSPITAL DE O
1607-10-LR26;servicio hospedaje soporte mantención plataforma;LR;Publicada y disponible para ofertar;14/08/2026 15:05:00;contratación del servicio hospedaje, soporte, mantención y actualización de la Plataforma Integrada de Asignación Familiar, Subsidio Único Familiar y Regímenes relacionados PIAS, de la Superintendencia de Seguridad Social.;CLP;PUBLICADO;DISPONIBLE;540.000.000;SUPERINTENDENCIA DE SEGURIDAD SOCIAL
1417913-114-CO26;SERVICIO DE MANTENCIONES PREVENTIVAS Y CORRECTIVAS ATENCIÓN DE EMERGENCIAS Y DIAGNÓSTICO TÉCNICO DE ECÓGRAFO SAMSUNG RS80 DE LA UNIDAD DE IMAGENOLOGÍA DEL CESFAM AGUIRRE DE CORMUDESI POR 24 MESES;CO;Publicada y disponible para ofertar;25/08/2026 13:58:32;SERVICIO DE MANTENCIONES PREVENTIVAS Y CORRECTIVAS ATENCIÓN DE EMERGENCIAS Y DIAGNÓSTICO TÉCNICO DE ECÓGRAFO SAMSUNG RS80 DE LA UNIDAD DE IMAGENOLOGÍA DEL CESFAM AGUIRRE DE CORMUDESI POR 24 MESES;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 100 UTM e inferior a 1000 UTM;CORP MUNICIPAL DE DESARROLLO SOCIAL DE IQUIQUE
2563-34-LR26;EQUIPOS PARA REDES INFORMÁTICAS Y LICENCIAS;LR;Publicada y disponible para ofertar;20/08/2026 15:09:49;ADQUISICIÓN DE EQUIPOS DE COMUNICACIONES PARA REDES INFORMÁTICAS Y LICENCIAS DE SOFTWARE MODALIDAD LLAVE EN MANO, PARA EL PROYECTO CONTROL DE ACCESO A LA RED Y PROYECTOS AEROPORTUARIOS PARA LA DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;CLP;PUBLICADO;DISPONIBLE;453.590.167;DIRECCION GENERAL DE AERONAUTICA CIVIL
1003-24-LE26;SISTEMA GNS -LEVANTAMIENTO Y REPLANTEO TOPOGRAFICO;LE;Publicada y disponible para ofertar;21/08/2026 15:06:56;Adquisición de un Sistema GNSS para los trabajos topográficos y geodésicos en el marco de las labores propias de la Dirección de Vialidad Aysén. La adquisición contempla un Sistema GNSS Base y Movil que permita incrementar la eficiencia y precisión en las mediciones por medio de una mayor cobertura satelital y las propias cualidades del equipo. Además, se deberán considerar los accesorios necesarios para el correcto trabajo en terreno, el software y licencias para el procesamiento e interpretación de datos, capacitaciones, servicio técnico y garantías, con el fin de dejar un sistema completamente operativo.;CLP;PUBLICADO;DISPONIBLE;23.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
956-58-LE26;Adquisición Canalización Configuración Instalación y Puesta en Marcha de 16 Access Point en dependencias del nuevo Hospital Claudio Vicuña de San Antonio;LE;Publicada y disponible para ofertar;24/08/2026 10:04:27;La necesidad de realizar un proceso de licitación para la Adquisición, Canalización, Configuración, Instalación y Puesta en Marcha de 16 Access Point en dependencias del nuevo Hospital Claudio Vicuña de San Antonio, requerido por el Subdepartamento de Tecnologías de la Información y las Comunicaciones de la Dirección del Servicio de Salud Valparaíso – San Antonio;CLP;PUBLICADO;ESTIMADO;21.000.000;SERVICIO DE SALUD VALPARAISO SAN ANTONIO
3134-72-LR26;CONTRATAR EL DESARROLLO DE UN SISTEMA INFORMÁTICO DE EMISIÓN DE DOCUMENTOS DE COBRO Y GESTIÓN DE COBRANZA Y POSTERIOR SOPORTE POR UN PERIODO DE 48 MESES.;LR;Publicada y disponible para ofertar;30/07/2026 11:06:00;La Dirección General del Territorio Marítimo y de Marina Mercante, llama a licitación pública para contratar el desarrollo de un sistema informático de emisión de documentos de cobro llamados Órdenes de Ingresos y la gestión de cobranza de estos, los cuales deben ser emitidos por la Autoridad Marítima a través de plataformas en línea y de forma presencial. b.-	El objetivo principal de esta licitación, es contar con un contrato para el desarrollo de un Sistema que permita generar órdenes de ingreso y egreso, realizar el seguimiento y cobro, para finalmente efectuar la recaudación. Para la emisión, el Sistema debe obtener datos desde bases de datos y otros sistemas propios, con los cuales debe tener una integración y donde cada uno de los hechos económicos queden registrados en línea, mediante una integración con el sistema contable externo.  c.-	Esta Dirección General, al tener la necesidad permanente de contar con un sistema y contrato que disponga este servicio, y debido a los recursos involucrados y al tiempo de implementación del Sistema, se hace necesario que este contrato cuente con la opción de renovación por una sola vez y por el mismo plazo, en los mismos términos, requisitos y condiciones que constan en las presentes bases de licitación, la que estará sujeta a la aprobación del presupuesto respectivo y previo acuerdo entre las partes. ;CLP;PUBLICADO;DISPONIBLE;434.042.600;DIRECCION DE ABASTECIMIENTO DE LA ARMADA
1562-49-LR26;Sistema de monitoreo integral de ciberseguridad;LR;Publicada y disponible para ofertar;20/08/2026 18:20:54;El Servicio Nacional de Geología y Minería SERNAGEOMIN requiere contratar un Servicio de Monitoreo integral de ciberseguridad que incluye suscripciones de software, implementación, capacitación, soporte y operación continua, orientado a fortalecer su postura institucional de ciberdefensa, proteger activos críticos de información y asegurar la continuidad operativa. El requerimiento se enmarca en la Ley Marco de Ciberseguridad e Infraestructura Crítica OIV, la Estrategia Nacional de Ciberseguridad y los estándares internacionales aplicables. Contempla una plataforma de protección avanzada con capacidades de prevención, detección, respuesta y monitoreo continuo, integrada a un modelo de Servicio de Monitoreo y alineada a un enfoque de Zero Trust.;CLP;PUBLICADO;DISPONIBLE;366.678.654;SERVICIO NACIONAL DE GEOLOGIA Y MINERIA
869591-10-LP26;CONTRATACIÓN DEL SERVICIO DE DISEÑO Y DESARROLLO DEL NUEVO PORTAL API Y CAPA DE DATOS DE NEGOCIO PARA MERCADO PÚBLICO;LP;Publicada y disponible para ofertar;12/08/2026 10:35:00;CONTRATACIÓN DEL SERVICIO DE DISEÑO Y DESARROLLO DEL NUEVO PORTAL API Y CAPA DE DATOS DE NEGOCIO PARA MERCADO PÚBLICO;CLF;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA
1057489-237-I226;Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS;I2;Publicada y disponible para ofertar;13/08/2026 08:31:42;Que, el Hospital del Salvador integra la red asistencial del Sistema Público de Salud, y no cuenta con la posibilidad de contar con Infraestructura Data Center y Servidores, lo cual resulta indispensable para la migración de datos y de información contenida en el Hospital, también se necesita contar con el servicio de infraestructura de hardware, software de infraestructura de virtualización sobre vSphere. Que, la institución convocó a la Licitación Pública bajo ID Nº 1057489-160-LR26, para, Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS mediante bases reguladas por Resolución Exenta N° N°1832, de 28 de mayo del 2026, sin embargo, fue declarada inadmisible de conformidad a Artículo 9° de Ley N°19.886, mediante Resolución Exenta Nº2305, de fecha 07 de julio del 2026, por no presentarse oferentes al llamado de Licitación Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones iguales o superiores a 5.000 UTM, en conformidad al Artículo 36º del Reglamento de la Ley Nº19.886  Que, la cuantía de contratación, de conformidad a Resolución N°36 de 2024 de Contraloría General de la República, por ser inferior a 10.000 UTM, queda sujeta a controles de reemplazo, motivo por el cual no puede superar dicho límite  REF: Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS Que, hechas las consultas respectivas, la compra del Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS descritos en estas bases no se encuentra disponible en el catálogo de bienes y servicios ofrecidos en el Sistema de Información de la Dirección de Compras www.mercadopublico.cl. Que, esta compra está vinculada al Plan Anual de Compras del año 2026 bajo el ID 1057489-16- PC26;CLP;PUBLICADO;ESTIMADO;464.171.400;SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR
869591-9-LR26;CONTRATACIÓN DEL DESARROLLO DE LA PLATAFORMA MODULAR DE COMPRAS NUEVOS MECANISMOS PARA LA DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA.;LR;Publicada y disponible para ofertar;30/07/2026 07:38:00;CONTRATACIÓN DEL DESARROLLO DE LA PLATAFORMA MODULAR DE COMPRAS (NUEVOS MECANISMOS) PARA LA DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA.;CLF;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA
